Date,Open,High,Low,Close,Volume,OpenInt
2015-02-25,23.449,24.009,23.439,23.871,74037165,0
2015-02-26,23.899,23.965,23.779,23.854,41511441,0
2015-02-27,23.799,24.203,23.726,23.946,55926694,0
2015-03-02,23.846,24.066,23.818,24.057,35175306,0
2015-03-03,23.956,24.029,23.752,23.827,33149265,0
2015-03-04,23.734,23.743,23.468,23.642,34236253,0
2015-03-05,23.615,23.789,23.569,23.789,30795664,0
2015-03-06,23.688,23.752,23.338,23.421,35042675,0
2015-03-09,23.513,23.678,23.486,23.622,34287699,0
2015-03-10,23.486,23.622,23.191,23.191,40638030,0
2015-03-11,23.293,23.486,23.154,23.209,39287842,0
2015-03-12,23.273,23.413,23.053,23.053,31887314,0
2015-03-13,23.293,23.365,22.858,23.071,49174273,0
2015-03-16,23.099,23.476,22.995,23.449,37564724,0
2015-03-17,23.31,23.393,23.115,23.32,37183329,0
2015-03-18,23.201,23.818,23.134,23.622,41572305,0
2015-03-19,23.449,23.597,23.273,23.338,41585332,0
2015-03-20,23.348,23.522,23.31,23.403,54954464,0
2015-03-23,23.476,23.717,23.449,23.468,34714570,0
2015-03-24,23.383,23.476,23.283,23.283,28003577,0
2015-03-25,23.245,23.338,22.952,22.952,37876116,0
2015-03-26,22.868,22.961,22.729,22.85,35278960,0
2015-03-27,22.961,22.961,22.768,22.904,30737923,0
2015-03-30,23.014,23.218,23.005,23.144,29610124,0
2015-03-31,23.099,23.115,22.858,22.858,37923465,0
2015-04-01,22.776,22.961,22.638,22.886,42057136,0
2015-04-02,22.858,23.034,22.758,22.978,31706605,0
2015-04-06,22.943,23.413,22.841,23.201,36299845,0
2015-04-07,23.172,23.293,23.034,23.053,23075348,0
2015-04-08,23.071,23.144,22.914,23.044,24354598,0
2015-04-09,23.115,23.799,22.961,23.707,65266625,0
2015-04-10,24.996,26.425,24.877,26.269,382808223,0
2015-04-13,25.853,25.972,25.336,25.456,167128858,0
2015-04-14,25.318,25.65,25.226,25.549,60538309,0
2015-04-15,25.512,25.66,25.273,25.299,61207991,0
2015-04-16,25.164,25.336,25.044,25.136,67686386,0
2015-04-17,25.246,25.521,24.803,25.106,95288587,0
2015-04-20,25.173,25.283,24.885,24.895,66952525,0
2015-04-21,24.905,24.932,24.462,24.527,83428597,0
2015-04-22,24.581,24.895,24.508,24.794,51071719,0
2015-04-23,24.682,24.941,24.609,24.739,41423611,0
2015-04-24,24.812,24.821,24.599,24.691,30079603,0
2015-04-27,24.839,24.877,24.701,24.767,39309114,0
2015-04-28,24.83,25.025,24.546,24.986,41706687,0
2015-04-29,24.803,25.106,24.785,24.96,40325337,0
2015-04-30,24.932,25.197,24.849,24.95,46654069,0
2015-05-01,24.96,25.173,24.868,25.164,30719255,0
2015-05-04,25.207,25.438,25.106,25.126,28438156,0
2015-05-05,25.106,25.207,24.739,24.803,32937730,0
2015-05-06,24.877,25.044,24.518,24.701,30130177,0
2015-05-07,24.674,24.986,24.563,24.915,33687631,0
2015-05-08,25.136,25.327,25.078,25.207,40398706,0
2015-05-11,25.106,25.154,24.748,24.803,35223496,0
2015-05-12,24.701,24.96,24.647,24.905,32332686,0
2015-05-13,24.895,25.096,24.803,25.07,40343255,0
2015-05-14,25.173,25.273,25.015,25.256,29278657,0
2015-05-15,25.226,25.283,25.106,25.126,38814495,0
2015-05-18,25.07,25.236,25.07,25.164,24408475,0
2015-05-19,25.096,25.236,25.07,25.197,31639049,0
2015-05-20,25.189,25.521,25.061,25.466,43602853,0
2015-05-21,25.485,25.605,25.385,25.54,43752034,0
2015-05-22,25.512,25.595,25.447,25.505,25277263,0
2015-05-26,25.356,25.41,25.226,25.356,51514424,0
2015-05-27,25.402,25.447,25.299,25.356,27488574,0
2015-05-28,25.336,25.456,25.154,25.456,28672244,0
2015-05-29,25.336,25.336,25.126,25.126,45217160,0
2015-06-01,25.116,25.189,24.941,25.136,36166756,0
2015-06-02,25.078,25.265,25.015,25.179,28569595,0
2015-06-03,25.273,25.393,25.207,25.366,28551683,0
2015-06-04,25.265,25.447,25.07,25.116,36208026,0
2015-06-05,25.116,25.226,25.025,25.145,33263772,0
2015-06-08,25.164,25.207,25.07,25.096,32357604,0
2015-06-09,25.136,25.308,25.035,25.179,33769722,0
2015-06-10,25.207,25.505,25.173,25.456,36006546,0
2015-06-11,25.402,25.466,25.207,25.346,34067698,0
2015-06-12,25.292,25.318,25.136,25.236,24027144,0
2015-06-15,25.061,25.164,24.977,25.07,30931225,0
2015-06-16,25.035,25.096,24.877,25.078,29922818,0
2015-06-17,25.052,25.246,24.977,25.126,39668043,0
2015-06-18,25.154,25.469,25.116,25.432,40552064,0
2015-06-19,25.338,25.441,25.257,25.31,64860312,0
2015-06-22,25.368,25.553,25.358,25.478,29600598,0
2015-06-23,25.478,25.645,25.45,25.599,34988330,0
2015-06-24,25.599,25.637,25.319,25.329,34929965,0
2015-06-25,25.348,25.413,25.106,25.126,25120785,0
2015-06-26,25.126,25.208,25.005,25.173,27741776,0
2015-06-29,24.995,25.06,24.653,24.755,35915447,0
2015-06-30,24.921,25.051,24.653,24.687,38267489,0
2015-07-01,24.782,24.967,24.594,24.773,32746130,0
2015-07-02,24.809,24.93,24.715,24.883,27983707,0
2015-07-06,24.653,24.755,24.345,24.447,29981036,0
2015-07-07,24.512,24.671,24.093,24.594,35134981,0
2015-07-08,24.243,24.381,24.048,24.057,34471504,0
2015-07-09,24.317,24.531,24.169,24.178,32728802,0
2015-07-10,24.522,24.567,24.196,24.41,27292353,0
2015-07-13,24.614,24.653,24.381,24.594,26178158,0
2015-07-14,24.502,24.836,24.483,24.773,23993538,0
2015-07-15,24.725,24.893,24.715,24.875,30052978,0
2015-07-16,25.069,25.126,24.94,25.126,32969982,0
2015-07-17,25.31,25.395,25.116,25.31,44329867,0
2015-07-20,25.198,25.284,25.096,25.217,26567850,0
2015-07-21,25.069,25.227,24.903,24.948,31513660,0
2015-07-22,24.976,25.051,24.687,24.745,25972386,0
2015-07-23,24.687,24.715,24.345,24.4,24969256,0
2015-07-24,24.447,24.457,23.852,23.928,33496029,0
2015-07-27,23.731,24.14,23.714,24.113,39041394,0
2015-07-28,24.251,24.381,24.113,24.251,29873630,0
2015-07-29,24.243,24.42,24.205,24.4,25815881,0
2015-07-30,24.372,24.381,24.169,24.27,23804370,0
2015-07-31,24.372,24.43,24.205,24.251,24965275,0
2015-08-03,24.27,24.279,23.787,24.039,35047521,0
2015-08-04,24.057,24.215,24.001,24.066,23660483,0
2015-08-05,24.243,24.466,24.187,24.251,27412457,0
2015-08-06,24.299,24.326,24.122,24.187,18615999,0
2015-08-07,24.113,24.215,23.797,23.965,27891045,0
2015-08-10,24.066,24.438,24.066,24.381,25268333,0
2015-08-11,24.187,24.187,23.825,23.888,30377779,0
2015-08-12,23.731,24.048,23.555,24.029,35144670,0
2015-08-13,23.945,24.075,23.806,23.965,17669784,0
2015-08-14,23.834,24.251,23.806,24.234,22370326,0
2015-08-17,24.113,24.381,23.972,24.354,20688649,0
2015-08-18,24.317,24.354,24.103,24.224,21899488,0
2015-08-19,24.066,24.187,23.806,23.908,31371171,0
2015-08-20,23.704,23.825,23.397,23.407,37285995,0
2015-08-21,23.136,23.351,22.822,22.849,70062904,0
2015-08-24,21.223,22.655,17.999,22.18,98171722,0
2015-08-25,22.978,22.987,21.622,21.622,65409609,0
2015-08-26,22.162,22.364,21.622,22.31,84983527,0
2015-08-27,22.701,23.238,22.655,23.238,69839377,0
2015-08-28,23.156,23.387,23.025,23.377,35452893,0
2015-08-31,23.211,23.211,22.84,23.063,39826917,0
2015-09-01,22.504,22.635,22.003,22.189,70323562,0
2015-09-02,22.431,22.84,22.143,22.831,54327707,0
2015-09-03,23.006,23.183,22.664,22.774,36122510,0
2015-09-04,22.469,22.469,22.162,22.3,38343366,0
2015-09-08,22.774,23.211,22.552,23.193,49734462,0
2015-09-09,23.415,23.434,22.746,22.812,37248759,0
2015-09-10,22.822,23.1,22.766,22.933,37707554,0
