dia_semana;uf;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;condicao_metereologica;tracado_via
segunda-feira;RJ;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;Reta
segunda-feira;PB;Condutor Dormindo;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;BA;Defeito Mecanico no Veiculo;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;GO;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Sol;Viaduto
segunda-feira;SP;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Nao Informado
segunda-feira;GO;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Chuva;Curva
segunda-feira;SC;Falta de Atencao Conducao;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Nublado;Curva
segunda-feira;AL;Velocidade Incompativel;Colisao lateral;Com Vitimas Feridas;Pleno dia;Chuva;Reta
segunda-feira;PR;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Nublado;Nao Informado
segunda-feira;MG;Velocidade Incompativel;Capotamento;Com Vitimas Feridas;Pleno dia;Chuva;Curva
segunda-feira;RJ;Pista Escorregadia;Tombamento;Com Vitimas Feridas;Pleno dia;Chuva;Reta
segunda-feira;SE;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Sol;Rotatoria
segunda-feira;DF;Pista Escorregadia;Colisao traseira;Com Vitimas Feridas;Pleno dia;Chuva;Nao Informado
segunda-feira;PI;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;SP;Pista Escorregadia;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Chuva;Curva
segunda-feira;PR;Desobediencia nas normas de transito pelo condutor;Colisao lateral;Com Vitimas Feridas;Pleno dia;Nublado;Reta
segunda-feira;MT;Defeito Mecanico no Veiculo;Colisao traseira;Sem Vitimas;Pleno dia;Ceu Claro;Reta
segunda-feira;SC;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;Reta
segunda-feira;RN;Desobediencia nas normas de transito pelo condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;BA;Mal Subito;Colisao frontal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;SP;Falta de Atencao Conducao;Colisao traseira;Sem Vitimas;Pleno dia;Nublado;Reta
segunda-feira;MS;Defeito na Via;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Desvio Temporario
segunda-feira;AL;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Anoitecer;Ceu Claro;Reta
segunda-feira;SC;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
sexta-feira;CE;Falta de Atencao Conducao;Engavetamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;MG;Ultrapassagem Indevida;Colisao lateral;Com Vitimas Feridas;Pleno dia;Chuva;Reta
segunda-feira;SP;Ingestao de Alcool;Colisao traseira;Sem Vitimas;Pleno dia;Ceu Claro;Rotatoria
segunda-feira;MG;Ingestao de Alcool e/ou substancias psicoativas pelo pedestre;Queda de ocupante de veiculo;Com Vitimas Feridas;Anoitecer;Nublado;Reta
segunda-feira;SC;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Rotatoria
segunda-feira;RJ;Pista Escorregadia;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Chuva;Reta
segunda-feira;RJ;Velocidade Incompativel;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Chuva;Curva
segunda-feira;PA;Avarias e/ou desgaste excessivo no pneu;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Garoa/Chuvisco;Reta
segunda-feira;SE;Desobediencia nas normas de transito pelo condutor;Colisao frontal;Com Vitimas Feridas;Anoitecer;Ceu Claro;Reta
segunda-feira;RN;Falta de Atencao Conducao;Capotamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;PB;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Anoitecer;Ceu Claro;Reta
segunda-feira;ES;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Anoitecer;Ceu Claro;Rotatoria
segunda-feira;CE;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;MG;Falta de Atencao Conducao;Capotamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;RS;Animais na Pista;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
segunda-feira;MG;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;SC;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;CE;Defeito na Via;Danos eventuais;Com Vitimas Feridas;Plena Noite;Nublado;Nao Informado
segunda-feira;MS;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Anoitecer;Ceu Claro;Reta
segunda-feira;SP;Nao guardar distancia de seguranca;Colisao lateral;Com Vitimas Feridas;Pleno dia;Nublado;Reta
segunda-feira;SC;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;Nao Informado
segunda-feira;MS;Ingestao de Alcool;Derramamento de carga;Sem Vitimas;Anoitecer;Ceu Claro;Nao Informado
segunda-feira;PI;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite;Nublado;Reta
segunda-feira;PI;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Chuva;Reta
segunda-feira;MG;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Curva
segunda-feira;MG;Velocidade Incompativel;Colisao traseira;Com Vitimas Feridas;Pleno dia;Chuva;Reta
segunda-feira;MG;Velocidade Incompativel;Colisao com objeto estatico;Sem Vitimas;Pleno dia;Chuva;Curva
segunda-feira;RS;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;CE;Falta de Atencao Conducao;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Nao Informado
segunda-feira;MG;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;SP;Ultrapassagem Indevida;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;Nao Informado
segunda-feira;PR;Agressao Externa;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Nublado;Reta
segunda-feira;PR;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;GO;Restricao de Visibilidade;Colisao frontal;Com Vitimas Feridas;Plena Noite;Chuva;Reta
segunda-feira;MG;Falta de Atencao Conducao;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;GO;Avarias e/ou desgaste excessivo no pneu;Derramamento de carga;Sem Vitimas;Plena Noite;Chuva;Curva
segunda-feira;RJ;Pista Escorregadia;Capotamento;Com Vitimas Feridas;Plena Noite;Chuva;Nao Informado
segunda-feira;RO;Ingestao de Alcool;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
sexta-feira;MG;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;PR;Desobediencia nas normas de transito pelo condutor;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Vento;Curva
segunda-feira;PB;Defeito Mecanico no Veiculo;Tombamento;Com Vitimas Feridas;Plena Noite;Chuva;Reta
terca-feira;MG;Desobediencia nas normas de transito pelo condutor;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
terca-feira;SP;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
terca-feira;ES;Nao guardar distancia de seguranca;Colisao lateral;Com Vitimas Feridas;Plena Noite;Nublado;Reta
segunda-feira;SP;Falta de Atencao Conducao;Capotamento;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Curva
terca-feira;RJ;Condutor Dormindo;Colisao frontal;Com Vitimas Feridas;Plena Noite;Chuva;Nao Informado
terca-feira;RJ;Animais na Pista;Atropelamento de Animal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
terca-feira;SE;Animais na Pista;Atropelamento de Animal;Sem Vitimas;Amanhecer;Nublado;Nao Informado
segunda-feira;MG;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Fatais;Plena Noite;Ceu Claro;Curva
terca-feira;PR;Falta de Atencao Conducao;Tombamento;Sem Vitimas;Amanhecer;Ceu Claro;Tunel
terca-feira;RJ;Pista Escorregadia;Colisao com objeto estatico;Sem Vitimas;Amanhecer;Chuva;Nao Informado
terca-feira;MG;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Amanhecer;Nublado;Curva
terca-feira;MG;Condutor Dormindo;Capotamento;Com Vitimas Feridas;Amanhecer;Nublado;Nao Informado
terca-feira;RJ;Restricao de Visibilidade;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Curva
terca-feira;PR;Falta de Atencao Conducao;Colisao lateral;Sem Vitimas;Pleno dia;Ceu Claro;Curva
terca-feira;SC;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Amanhecer;Ceu Claro;Nao Informado
terca-feira;CE;Desobediencia nas normas de transito pelo condutor;Capotamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
terca-feira;ES;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Chuva;Reta
terca-feira;GO;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
terca-feira;RJ;Pista Escorregadia;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Nublado;Curva
terca-feira;ES;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Nublado;Reta
terca-feira;PR;Avarias e/ou desgaste excessivo no pneu;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
terca-feira;SC;Desobediencia nas normas de transito pelo condutor;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
terca-feira;SC;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
terca-feira;MG;Defeito Mecanico no Veiculo;Incendio;Sem Vitimas;Plena Noite;Ceu Claro;Reta
terca-feira;MG;Condutor Dormindo;Saida de leito carrocavel;Com Vitimas Fatais;Pleno dia;Ceu Claro;Nao Informado
terca-feira;RJ;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Curva
terca-feira;PR;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Nublado;Reta
segunda-feira;RN;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
terca-feira;MG;Velocidade Incompativel;Capotamento;Com Vitimas Feridas;Amanhecer;Chuva;Reta
terca-feira;MA;Defeito Mecanico no Veiculo;Atropelamento de Pedestre;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
sabado;BA;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
terca-feira;MG;Velocidade Incompativel;Colisao frontal;Com Vitimas Feridas;Pleno dia;Chuva;Reta
sabado;ES;Sinalizacao da via insuficiente ou inadequada;Colisao com objeto estatico;Sem Vitimas;Plena Noite;Ceu Claro;Reta
terca-feira;PR;Velocidade Incompativel;Derramamento de carga;Sem Vitimas;Pleno dia;Garoa/Chuvisco;Curva
terca-feira;PR;Animais na Pista;Atropelamento de Animal;Sem Vitimas;Pleno dia;Ceu Claro;Reta
terca-feira;PB;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
terca-feira;RS;Desobediencia nas normas de transito pelo condutor;Colisao lateral;Com Vitimas Feridas;Amanhecer;Nublado;Curva
terca-feira;MG;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
sabado;MG;Falta de Atencao Conducao;Colisao frontal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Curva
terca-feira;SC;Nao guardar distancia de seguranca;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Rotatoria
terca-feira;AL;Falta de Atencao Conducao;Capotamento;Com Vitimas Feridas;Plena Noite;Nublado;Curva
terca-feira;MG;Mal Subito;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Chuva;Reta
terca-feira;BA;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
terca-feira;SC;Condutor Dormindo;Colisao lateral;Com Vitimas Feridas;Amanhecer;Ceu Claro;Curva
terca-feira;BA;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Pleno dia;Sol;Ponte
terca-feira;ES;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Sol;Reta
terca-feira;PR;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Nublado;Reta
terca-feira;RJ;Falta de Atencao Conducao;Colisao lateral;Sem Vitimas;Pleno dia;Chuva;Curva
terca-feira;SP;Defeito Mecanico no Veiculo;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
terca-feira;SC;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
terca-feira;MT;Defeito Mecanico no Veiculo;Colisao traseira;Sem Vitimas;Pleno dia;Ceu Claro;Reta
terca-feira;RN;Defeito Mecanico no Veiculo;Capotamento;Com Vitimas Fatais;Pleno dia;Nublado;Curva
terca-feira;SE;Falta de Atencao Conducao;Atropelamento de Pedestre;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
terca-feira;PR;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Fatais;Pleno dia;Nublado;Curva
terca-feira;PI;Carga excessiva e/ou mal acondicionada;Derramamento de carga;Sem Vitimas;Pleno dia;Ceu Claro;Curva
terca-feira;SP;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;Reta
terca-feira;GO;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
terca-feira;PB;Deficincia ou nao Acionamento do Sistema de Iluminacao/Sinalizacao do Veiculo;Incendio;Sem Vitimas;Pleno dia;Nublado;Reta
terca-feira;PB;Defeito Mecanico no Veiculo;Colisao lateral;Sem Vitimas;Pleno dia;Ceu Claro;Reta
terca-feira;MS;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Nublado;Rotatoria
terca-feira;MS;Defeito Mecanico no Veiculo;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
terca-feira;BA;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Intersecao de vias
terca-feira;PR;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Pleno dia;Nublado;Reta
terca-feira;SP;Desobediencia nas normas de transito pelo condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;Reta
terca-feira;GO;Velocidade Incompativel;Tombamento;Sem Vitimas;Pleno dia;Ceu Claro;Curva
terca-feira;PE;Falta de Atencao Conducao;Colisao lateral;Sem Vitimas;Pleno dia;Chuva;Reta
terca-feira;MA;Desobediencia nas normas de transito pelo condutor;Colisao lateral;Com Vitimas Fatais;Pleno dia;Chuva;Nao Informado
terca-feira;MG;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
terca-feira;PI;Defeito na Via;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Curva
terca-feira;SC;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Sol;Reta
terca-feira;RO;Falta de Atencao Conducao;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Ceu Claro;Reta
terca-feira;PE;Defeito na Via;Capotamento;Com Vitimas Feridas;Pleno dia;Nublado;Reta
terca-feira;RN;Falta de Atencao Conducao;Colisao frontal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
terca-feira;SP;Pista Escorregadia;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Nublado;Curva
terca-feira;MG;Pista Escorregadia;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
terca-feira;SC;Ingestao de Substancias Psicoativas;Colisao lateral;Sem Vitimas;Pleno dia;Nublado;Reta
terca-feira;RR;Pista Escorregadia;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Ceu Claro;Rotatoria
terca-feira;RJ;Velocidade Incompativel;Tombamento;Com Vitimas Feridas;Pleno dia;Nublado;Curva
terca-feira;RS;Avarias e/ou desgaste excessivo no pneu;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Sol;Reta
terca-feira;PR;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Intersecao de vias
terca-feira;SC;Falta de Atencao Conducao;Tombamento;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Rotatoria
terca-feira;MA;Defeito na Via;Capotamento;Com Vitimas Feridas;Pleno dia;Chuva;Curva
terca-feira;RJ;Fenomenos da Natureza;Colisao com objeto em movimento;Com Vitimas Feridas;Pleno dia;Chuva;Curva
terca-feira;RO;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Intersecao de vias
terca-feira;SC;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
terca-feira;PR;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
terca-feira;RJ;Defeito Mecanico no Veiculo;Colisao com objeto em movimento;Com Vitimas Feridas;Pleno dia;Nublado;Reta
terca-feira;ES;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Anoitecer;Chuva;Reta
terca-feira;RJ;Falta de Atencao Conducao;Colisao frontal;Com Vitimas Feridas;Pleno dia;Chuva;Reta
terca-feira;PR;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Intersecao de vias
terca-feira;RJ;Defeito Mecanico no Veiculo;Tombamento;Sem Vitimas;Pleno dia;Chuva;Reta
terca-feira;BA;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;GO;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
terca-feira;MG;Pista Escorregadia;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Chuva;Curva
terca-feira;CE;Defeito na Via;Tombamento;Com Vitimas Feridas;Pleno dia;Nublado;Reta
terca-feira;MG;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
terca-feira;PA;Desobediencia nas normas de transito pelo condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;Reta
terca-feira;MG;Pista Escorregadia;Tombamento;Com Vitimas Feridas;Pleno dia;Chuva;Nao Informado
terca-feira;PE;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Sol;Reta
sabado;MT;Falta de Atencao Conducao;Colisao com objeto em movimento;Com Vitimas Feridas;Amanhecer;Ceu Claro;Reta
terca-feira;SP;Pista Escorregadia;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Chuva;Curva
terca-feira;PR;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
terca-feira;SC;Desobediencia nas normas de transito pelo condutor;Colisao frontal;Com Vitimas Feridas;Pleno dia;Nublado;Curva
terca-feira;BA;Velocidade Incompativel;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
terca-feira;MG;Falta de Atencao Conducao;Colisao traseira;Sem Vitimas;Pleno dia;Ceu Claro;Reta
terca-feira;MG;Pista Escorregadia;Capotamento;Com Vitimas Feridas;Pleno dia;Chuva;Curva
terca-feira;RJ;Nao guardar distancia de seguranca;Engavetamento;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Reta
terca-feira;BA;Condutor Dormindo;Capotamento;Com Vitimas Feridas;Pleno dia;Sol;Reta
terca-feira;RS;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
terca-feira;RS;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
terca-feira;DF;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
terca-feira;MG;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;Nao Informado
terca-feira;GO;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Curva
terca-feira;ES;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Chuva;Curva
terca-feira;SE;Ultrapassagem Indevida;Colisao lateral;Com Vitimas Feridas;Pleno dia;Nublado;Desvio Temporario
terca-feira;ES;Velocidade Incompativel;Colisao frontal;Com Vitimas Fatais;Pleno dia;Chuva;Curva
terca-feira;PR;Falta de Atencao Conducao;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Chuva;Rotatoria
terca-feira;BA;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
terca-feira;MG;Pista Escorregadia;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Desvio Temporario
terca-feira;RS;Ingestao de Alcool;Colisao traseira;Sem Vitimas;Pleno dia;Ceu Claro;Reta
terca-feira;ES;Falta de Atencao Conducao;Capotamento;Sem Vitimas;Pleno dia;Chuva;Curva
terca-feira;GO;Falta de Atencao Conducao;Colisao lateral;Sem Vitimas;Pleno dia;Chuva;Reta
terca-feira;SC;Condutor Dormindo;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Ceu Claro;Reta
terca-feira;PE;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Sem Vitimas;Pleno dia;Ceu Claro;Reta
terca-feira;PR;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
terca-feira;GO;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
